subject,course_number,name,description
INDEV,200,"The Political Economy of Development","This course develops students' understanding of how the complex interplay of international economic and political economy factors influence development initiatives and outcomes. The relation of trade, aid, and international institutions (WTO, IMF, World Bank) on development activity is examined using case studies. Different economic views will be examined."
INDEV,202,"Accounting for Development Organizations","Students will obtain a fundamental understanding of financial and management concepts, and an appreciation of the measurement issues and monetary impact of business decisions on communities, society and the environment. Topics include financial statement reporting and analysis, cost analysis, triple bottom-line reporting, corporate social responsibility including the Global Sullivan Principles, and green accounting."
INDEV,262,"Introduction to Global Emerging Cities","This course focuses on the dynamics of growth and change in global emerging cities, with a focus on the urban transition underway in cities, with emphasis on Asia and Africa. Current urban challenges (e.g. social inequality, uneven development, climate change) are discussed, as well as opportunities for innovative planning and sustainable urban development."
INDEV,275,"Special Topics in International Development","This course allows for additions to the program on a short-term basis, and for the development of future permanent courses. [Note: Field trip fee may be required]"
INDEV,300,"Culture and Ethics","This course surveys a variety of competing ethical positions that have been, and continue to be, adopted by different cultures around the world. Can two competing ethical viewpoints both be right? If not, then what grounds should we adopt to decide between them, and under what circumstances? How can we negotiate the difficulties that such differences pose for our practical judgment and moral theorizing? Students will engage these questions by reading texts in philosophical ethics and meta-ethics, and by applying what they have learned in case studies of ethical differences among cultures."
INDEV,302,"Development Agents","This course examines the nature, variety and inter-relationships of and among organizations, institutions, agencies and individuals involved in contemporary development activity.  The many and various legal, political and financial factors that affect the organization and operation of development agents are studied with respect to implications for business model, management skills, governance oversight and public policy."
INDEV,308,"Introduction to Social Entrepreneurship","This course uses the case study method to examine the challenges of starting, funding and operating an early-stage social change venture in a developing country. The focus is on ventures that address urbanization and poverty. Students explore the complexities of managing and sustaining growth, the role of governing boards, and the role of private sector partnerships and resources. Innovative public/private partnerships are examined. The challenges and opportunities associated with engaging diverse partners with differing agendas are considered from the perspective of the entrepreneur, investor/donor, local community leaders and legal counsel."
INDEV,375,"Special Topics in International Development","This course allows for additions to the program on a short-term basis, and for the development of future permanent courses. [Note: Field trip fee may be required]"
INDEV,387,"Global Cities in Global Development","More than half of the world's population resides in urban areas, with the bulk of this growth taking place in the mega-cities of the global South. Many cities in the world are now truly 'global' in their reach and orientation: New York, Shanghai, Mexico City, Johannesburg. Thus, urbanization presents key developmental challenges that face the world's urban population, and highlights the search for sustainable solutions in select cities."
INDEV,603,"Global Health","This course explores aspects of the distribution, diffusion, determinants and delivery of health and health care in a global context.  Building on foundational skills (i.e. basic understandings of epidemiology; the social determinants of health) the course will review a range of case studies (e.g. infectious disease; water; access to care; global environmental change) from a variety of regions around the world.  Students will gain an appreciation for the complexity of the issues, as well as science-policy bridging."
INDEV,606,"Energy Sustainability","Renewable and non-renewable energy supply systems are compared using economic and environmental measures.  Consumption trends, conservation options and choices are considered at the household, community and global scales.  Projects are used to demonstrate the economic and environmental challenges in the design of sustainable energy systems. *eligible for MES."
INDEV,609,"Sustainability Concepts, Applications and Key Debates","The course introduces the students to a spectrum of sustainability concepts, approaches, and key debates, setting the stage for practical engagement with development. The emphasis is on gaining clarity on the notion of sustainability and global environment change since its translation into practice will often imply confronting a number of decisions to be taken. A number of concepts, debates and proposals for the planet¿s sustainable future will be presented, evaluated and discussed on the basis of empirical findings and case studies."
INDEV,611,"Field Placement","The student spends 4 months in the field, working with a local community partner on a particular development challenge.  Ideally, placement will be tailored to the student's specialization, while also providing a setting in which integrative planning and management is required."
INDEV,617,"Field Course","This course is a field trip that provides students with firsthand experience in Development Practice, Environmental Change and Governance.  The course uses an immersive and experiential approach to learning and explores a variety of sustainable development themes within a specific country context.  The course is delivered as an intensive block no less than seven (7) days in the country field location, which normally takes place over the Winter Term Reading Week.  Field trip fees may apply."
INDG,101,"Mohawk Language 1","An introductory course for students with little or no knowledge of Mohawk. The course is designed to develop basic reading, writing, listening, and speaking skills, however, emphasis will be placed on oral proficiency and comprehension. [Note: Conducted in Mohawk. No prior knowledge of Mohawk is expected. Not open to students with advanced ability in Mohawk.]"
INDG,102,"Mohawk Language 2","This course builds on the content learned in MOHAWK 101R/INDG 101. Students will expand their working vocabulary and learn to create more complex sentences. The emphasis will continue to be on improving oral proficiency and comprehension. [Note: Conducted in Mohawk.]"
INDG,201,"The Indigenous Experience in Canada","An introduction to the Indigenous experience in Canada with a broad overview of history, culture, and contemporary issues. This course highlights the holism of Indigenous perspectives through assigned readings, discussions, projects, and sharing of personal experiences."
INDG,216,"Indigenous Visual Culture in Canada","This course will introduce students to issues in contemporary Indigenous visual culture within the Canadian context. Special attention will be paid to the complexities of contemporary art and cultural practices. The course will examine both practice and relevant theoretical paradigms. [Note: Art History course]"
INDG,226,"Introduction to Indigenous Spirituality","This course introduces the plurality of Indigenous spiritual traditions in Canada and the diversity, complexity, and strength of these traditions. Included is an understanding of traditional ceremonies, world views, creation stories, cultural values, healers, and medicine. Special attention is given to Anishinaabe and Haudenosaunee nations."
INDG,272,"Issues in Contemporary Indigenous Communities in Canada","An examination of First Nations and Métis cultures and cultural development from the perspective of local Indigenous communities. The course will feature lectures, discussions, and occasional guest speakers representative of the wider Indigenous community."
INDG,301,"Critical Theories of Indigeneity in a Global Perspective","This cross-cultural and interdisciplinary course critically examines the definitions of, and debates surrounding, indigeneity, drawing on both Indigenous and non-Indigenous theorists. The course covers a range of themes, from constitutions and peoplehood to epistemologies and ontologies, and draws on a variety of examples from around the globe."
INDG,305,"Indigenous Rights in Global Context","A comparative examination of the rights challenges faced by diverse Indigenous peoples around the globe. Special attention will be given to the United Nations Declaration on the Rights of Indigenous Peoples and work being done to protect and advance the rights it enshrines."
INDG,318,"Indigenous Worldviews and Spirituality","This course introduces students to the integral role and place of spiritual practices and ceremonies in the everyday experiences of Indigenous peoples in Canada. Course materials will be supplemented by visits with Elders, Knowledge Keepers, Storytellers, as well as integration of ceremonial and land-based practices."
INTEG,120,"The Art and Science of Learning","This course introduces students to state-of-the-art scientific research on learning and cognitive adaptability. There are two learning objectives in this course. First, you will learn about how the mind processes information, and will begin developing new habits to facilitate clear and critical thinking in complex, messy, and stressful circumstances. Second, you will learn how to see the social networks you are embedded in, and how they shape what you think, know, and do. You will use this knowledge to identify opportunities and develop strategies for learning, and for the integration and synthesis of different types of knowledge."
INTEG,121,"Collaboration, Design Thinking, and Problem Solving","A project course in design and problem-solving across various disciplines. Topics include problem-solving methods and issues in design, including ethics, sustainability, and communication in small groups. Applied design projects require group work and draw on the skills of creative and critical thinking. [Note: Estimated additional cost to student: $30.]"
INTEG,210,"Making Collaboration Work","Collaboration and teamwork are essential for solving complex, real-world problems and are therefore in high demand by employers. Yet students rarely have the opportunity to study and apply the theory and best practices for making collaboration work. In this course, you will learn how to leverage this research to acquire a variety of important skills. These include: effective communication in groups, proactively managing group conflict, identifying biases that hinder creativity, and leveraging diversity to improve outcomes. You will also put those skills into practice throughout the course and reflect on how you can apply them in other situations."
INTEG,221,"The Social Nature of Knowledge","This course examines social aspects of knowledge, including ways that characteristics of individual knowers and their communities affect the acquisition, interpretation, production, and transfer of knowledge.  In addition, we analyze the consequences this has for the objectivity of knowledge.  The course features significant input from researchers in the humanities and social sciences in the form of guest lectures."
INTEG,240,"Bullshit, Bias, and Bad Arguments","Misinformation, disinformation, propaganda, dishonest political ads, and bullshit (i.e., communication intended to persuade without any concern for truth). It seems it's harder than ever to know what to believe and what makes some claims more credible or trustworthy than others. This course is an introduction to information literacy and the art and science of spotting bullshit and other types of false claims. The course will cover a broad range of issues from a social scientific perspective, including comparisons of different types of deceptive information; the role that cognitive biases and social networks play in shaping our perceptions of truth and reality; the importance of data rights, privacy, and governance models for social media platforms and other digital communications; misrepresentations of science; and how influence campaigns undermine political deliberation and democratic institutions. This course will provide students with knowledge and fundamental skills that are important for countering bullshit, biases, and bad arguments."
INTEG,251,"Creative Thinking","An introductory, integrative course in the history, psychology, value and practice of creativity across a variety of domains, from scientific research to the fine and performing arts. Students will learn to identify and explain key ideas and historical figures in the study and practice of creative thinking. They'll also learn to reliably generate novel ideas of value, both solo and collaboratively."
INTEG,275,"Special Topics in Knowledge Integration","From time to time courses of special study may be added to the program at the second-year level. Students wishing to take such courses should consult the Department's undergraduate officer."
INTEG,320,"The Museum Course: Research and Design","An introduction to the museum, broadly interpreted as the public face of scholarship. Students work in small groups to research an inter-disciplinary topic of personal interest, in-depth, and design a museum exhibit suitable for a particular audience.  [Note: WHMIS required.]"
INTEG,321,"The Museum Course: Practicum and Presentation","An introduction to the museum, broadly interpreted as the public face of scholarship. Students construct and exhibit their designs from INTEG 320, and present public talks on the scholarship and curatorial decisions behind their work. [Note: Estimated additional cost to student: $100.]"
INTEG,340,"Research Design and Methods","This course provides an introduction to empirical research design and methods with a focus on applications in the social and information sciences and related fields. You will learn about core issues in research design (e.g., sampling) that transcend specific approaches, and about a variety of techniques for collecting and analyzing quantitative and qualitative data. The course will cover both abstract and practical issues related to methodology and decision making in empirical research. You will have the opportunity to develop and workshop proposals that you may wish to pursue in your senior honours thesis. By the end of the course you will be a more informed consumer and have a basic set of skills for designing and implementing your own empirical research projects. Most importantly, you will have a foundation for future learning about research design and methods."
INTEG,375,"Special Topics in Knowledge Integration","From time to time courses of special study may be added to the program at the third-year level. Students wishing to take such courses should consult the Department's undergraduate officer."
INTEG,410,"Interdisciplinary Collaboration",""Interdisciplinary collaboration" is a popular term these days, but what does it mean, exactly, and what makes it successful? In this course, we will examine the nature of interdisciplinarity (such as differences between multi-, inter-, and transdisciplinarity), barriers to collaborating across disciplinary boundaries, and strategies for facilitating more effective collaborations. The course will be taught using collaborative learning techniques that allow students to shape the direction of the course and to work with the instructor to co-create assignments."
INTEG,441,"Hard Decisions and Wicked Problems","Every day, nuanced decisions are made at a personal level (what job offer to accept), an organizational level (whether to recall a faulty product), and in the form of public policy (when and where to develop renewable energy). This course introduces decision analytic tools for systematically structuring messy problems to identify trade-offs among different decisions and to explore them intelligibly. For public policy problems, the challenges of values conflicts and "truth decay" (i.e., the political polarization or outright rejection of facts) will be considered. Additional decision contexts that push the limits of traditional analytic approaches will also be addressed (e.g., wicked problems, deep uncertainty). [Note: Completion of (or concurrent enrolment in) a statistics course is recommended.]"
INTEG,475,"Special Topics in Knowledge Integration","From time to time, courses of special study may be added to the program at the fourth-year level. Students wishing to take such courses should consult the Department's undergraduate officer."
INTEG,475A,"Special Topics in Knowledge Integration","From time to time, a special study course may be added to the program at the fourth-year level. Students wishing to take this course will need to enroll in INTEG 475B in the following term. Consultation with the instructor is advised prior to enrollment."
INTEG,475B,"Special Topics in Knowledge Integration","A continuation of INTEG 475A."
INTEG,499,"Independent Studies","An independent studies course provides opportunities for students to work one on one with faculty members in an area of interest to the student."
INTEG,641,"Hard Decisions and Wicked Problems","Every day, nuanced decisions are made at the personal level (what job offer to accept), an organizational level (whether to recall a faulty product), and in the form of public policy (when and where to develop renewable energy).  This course introduces decision analytic tools for systematically structuring messy problems to identify trade-offs among different decisions and to explore them intelligibly.  For public policy problems, the challenges of values conflicts and "truth decay" (i.e., the political polarization or outright rejection of facts) will be considered.  Additional decision contexts that push the limits of traditional analytic approaches will also be addressed (e.g. wicked problems, deep uncertainty)."
INTST,101,"Introduction to International Studies","Conflict and cooperation have been the central problems of international politics throughout history, and remain so today. This course introduces aspects of these problems and attempted solutions. Specific topics and approaches vary by instructor."
ITAL,101,"Introduction to Italian Language 1","An intensive study of the fundamentals of Italian grammar and conversation."
ITAL,102,"Introduction to Italian Language 2","A continuation of ITAL 101, with more emphasis on conversation and everyday uses of language."
ITAL,155,"Intensive Introductory Italian Language","This course aims to present the basic principles of the Italian language, geography, and culture in a practical and efficient way. Throughout the course, the goal of practical, communicative competence will be emphasized and cultivated via in-class activities and assignments focusing on five areas of performance: listening, speaking, reading, writing, and culture."
ITAL,201,"Intermediate Italian 1","Advanced study of grammar. Conversation sessions based on intermediate-level readings reflecting contemporary Italian life. Intensive practice in the spoken and written language."
ITAL,202,"Intermediate Italian 2","A continuation of ITAL 201."
ITAL,251,"Issues in Contemporary Italian Society","Through lectures, discussions, and readings in Italian, this course studies diverse aspects of contemporary Italian society, such as politics, the arts, food, fashion, and popular culture. In addition to improving their language comprehension and cultural awareness, students will expand their vocabulary and improve their oral and written competencies in Italian."
ITALST,100,"Understanding Modern Italy","This course examines Italy's transformation from Unification in 1861 to present day. Students will explore its paradoxes and challenges through films and readings on topics such as the World Wars, the rise of fascism, internal terrorism, and migration in order to gain an understanding of contemporary Italian society and culture."
ITALST,111,"Sex, Marriage, and Family Traditions in Italy","This course explores the contributions of Italian women artists, writers, and intellectuals from the Medieval times through the Renaissance to the Baroque period. The focus will be on the institutions of marriage and of the family."
ITALST,112,"Sexual Identities and Relationships in Italy","This course explores the contributions of Italian women artists, writers, and intellectuals from the Enlightenment until contemporary times. The focus will be on the expression of sexual identities, the nature of relationships, and the influence of family ties."
ITALST,120,"Italian Cinema","This is a survey of the most representative works of Italian cinema, from the early 20th century to present day. Students will gain an understanding and appreciation of one of the most influential world cinemas. Special attention will be given to cinematic movements, the role of directors, and cult movies."
ITALST,265,"The Mafia","This course analyzes the visual media representation of the Mafia in North America and the manner in which it often glorifies the Italian Mafiosi's lifestyle. The goal is to deconstruct the romanticized portrayal of the Italian and Italian-American gangster created in visual media by analyzing atrocities committed by organized crime."
ITALST,271,"Italian Canadian Experience","An examination of Canada's sixth largest ethno-cultural group. Emphasis will be placed on the changing nature of immigration and the evolution of the Italian community since the late 19th century."
ITALST,281,"Italian Cinema and the Novel","A survey of some of the principal novels of 20th century Italy as they have been adapted in film by Italian directors. Students will study literary and cinematic representations of themes such as the rise of the Italian bourgeoisie, the economic boom of the 1960s, domestic violence, and organized crime."
ITALST,291,"Italian Culture and Civilization 1","A survey of developments in Italian culture - history, literature, and the arts - up to and including the Renaissance."
ITALST,292,"Italian Culture and Civilization 2","A survey of developments in Italian culture - history, literature, painting, and music - in the post-Renaissance period, with emphasis on modern Italy."
ITALST,296,"Special Topics in Contemporary Italian Society","This course gives students an opportunity to study aspects of contemporary Italian society not covered in other courses. [Note: This is a repeatable course, subject to different content; it may be completed a total of two times.]"
ITALST,311,"Medieval Italian Literature","An introduction to the Italian literature of the Middle Ages, with special reference to selections from the major works by Dante, Petrarch, and Boccaccio."
ITALST,312,"Renaissance Italian Literature","An introduction to the Italian literary production of the 15th and 16th centuries, focusing on selections from the major works by writers of the period."
ITALST,360,"Dante's Divine Comedy","This course examines the various strands of what is one of the greatest works in Western literature, Dante's Divine Comedy. The course will engage students in a critical reading of the text's various layers of meaning, which emphasize perennial issues of our human condition."
ITALST,392,"Modern Italian Poetry and Theatre","This course studies the works of major Italian poets and playwrights, modern and contemporary, paying special attention to works by women authors."
JAPAN,101R,"First-Year Japanese 1","An introductory course for students who have little or no knowledge of Japanese to develop basic listening, speaking, reading, and writing skills. Practical oral and written exercises incorporating the Hiragana Writing System provide a firm grammatical foundation for further study. [Note: JAPAN 101R is not open to students with native, near-native, or similar advanced ability.]"
JAPAN,102R,"First-Year Japanese 2","Listening, speaking, reading, and writing skills acquired in JAPAN 101R are further developed. Practical oral and written exercises incorporating the Katakana Writing System are used to develop a more solid grammatical base."
JAPAN,111R,"Japanese for Business 1","An introductory course to develop basic comprehension, speaking, reading, and writing skills specifically related to the Japanese business culture. This course is designed for students with little or no previous knowledge of Japanese. [Note: JAPAN 111R is not open to students with native, near-native, or similar advanced ability.]"
JAPAN,112R,"Japanese for Business 2","A continuation of JAPAN 111R designed to further develop listening, speaking, reading, and writing skills. Language skills required for the business environment are stressed."
JAPAN,201R,"Second-Year Japanese 1","A continuation of the study of grammar and vocabulary through development of listening, reading, writing, and speaking skills. Some study of Japanese culture is also included. By the end of the course, 120 Kanji (Chinese characters in their Japanese readings) will have been introduced."
JAPAN,202R,"Second-Year Japanese 2","In this course students continue to develop their language skills with an increased emphasis on spoken Japanese. In addition, students work on improving grammatical accuracy and vocabulary development as well as continue to acquire basic information about Japanese culture. The writing of an additional 200 Kanji is taught."
JAPAN,301R,"Third-Year Japanese 1","This course concentrates on advanced conversation, polite forms, and idioms. It provides an opportunity to revise and practise the Hiragana and Katakana writing forms. Upon completion, students should be able to write 800 characters and use a Japanese dictionary with ease."
JAPAN,302R,"Third-Year Japanese 2","This course builds on the materials learned in JAPAN 301R by employing current newspaper articles for reading practice, thematic discussions, and writing exercises in order to enhance students' skill in the use of the Japanese language."
JAPAN,391R,"Special Topics","This course deals with advanced topics in Japanese language and literature. Students are expected to have at least an intermediate level of language proficiency. [Note: This is a repeatable course, subject to different content; it may be completed a total of five times.]"
JS,203,"Jewish Responses to the Holocaust","The catastrophe and devastation of the Holocaust and the radical nature of its evil demanded responses within contemporary Jewish thought, identity, and experience. This course will explore philosophical, theological (Jewish law, rabbinic), literary (novels, poetry, memoirs, plays), and artistic (museums, memorials) attempts to deal with the issues the Holocaust raises. [Note: This course fulfils an Area 1 requirement for Religious Studies majors.]"
JS,209,"Jews and Jewishness","This course examines the central elements that make up contemporary Jewish identity/identities, traditional and otherwise, with particular focus on the North American Jewish experience and the nature of Jewish modernity. It explores historical, literary, religious, and social issues that have contributed to the formation of these identities."
JS,212,"Great Jewish Books","Jews are a people of many books. Over the centuries challenges to their faith and very existence have provoked various responses. From the Bible to contemporary times, this course comprehensively examines the history of Jewish thought through essential books that offer radically divergent conceptions of Jewishness and Judaism."
JS,215,"Visions of Israel in Judaism: From Biblical to Modern Times","This course surveys the significance of the land of Israel in Judaism from historical, textual, and religious perspectives. Topics covered include the politics of Ancient Israel; the concept of Israel in prayer and the rabbinic and medieval Jewish imagination; portrayals of Israel in Christian and Muslim texts; and the origins, visions, and challenges of Zionism and the modern State of Israel. [Note: This course fulfils an Area 1 requirement for Religious Studies majors.]"
JS,217,Judaism,"An introduction to the religious tradition of the Jews in terms of beliefs, practices, ideals, and institutions from the beginning to the present time. [Note: This course fulfils an Area 1 requirement for Religious Studies majors.]"
JS,218,"Seduction, Rivalry, and Dysfunction in the Bible","Students will be introduced to the Hebrew Bible (Old Testament) by way of selected readings which deal with a particular aspect of the human predicament. The focus will be on exploring relationships via narrative passages in the Old Testament and particularly in the Book of Genesis. The following relationships will be discussed: spousal; human/God; parent/child; siblings; gender issues in narratives of rape, incest, seduction, and dominance. The focus of this course will be more on select specific themes rather than an overview of many themes."
JS,228,"Big Ideas of the Bible","The Bible is the most translated and most read document in human history. This course explores central biblical ideas, from creation to the end of time, violence to redemption, and political intrigue to family ties, and examines their impact on Judaism, Christianity, and Western Culture. [Note: This course fulfils an Area 2 requirement for Religious Studies majors.]"
JS,233,"The Holocaust and Film","An examination of the Holocaust as portrayed in feature films and documentaries. Do cinematic attempts capture the horror of the Holocaust faithfully, or trivialize it? The background to anti-semitism, use of religious imagery in propaganda films, and what counts as success or failure in cinematic representations are discussed. [Note: This course fulfils an Area 3 requirement for Religious Studies majors.]"
JS,234,"Power and Corruption in the Bible","This course will examine the uses and abuses of power in the Hebrew Bible (Old Testament) by analyzing the historical narratives of the conflict between Saul and David, as well as the rise and fall of King David. In doing so, it will deal with the period of the prophets, i.e., the books of Joshua, Kings, and Samuel. [Note: Knowledge of Hebrew is not required. This course fulfils an Area 1 or Area 2 requirement for Religious Studies majors but not both.]"
JS,235,"Jesus: Life and Legacy","The life and death of Jesus of Nazareth, as experienced and interpreted by his followers and recorded in the New Testament and other ancient literature. Attention is given to Jesus' identity as a Jew in the Roman Empire in the first century, his teachings and actions, and his ongoing significance throughout history. [Note: This course fulfils an Area 2 requirement for Religious Studies majors.]"
JS,236,"Paul: Life and Letters","The career and thought of the apostle Paul, at once a Jew, a Graeco-Roman, and a Christ believer, living within the Roman Empire. Attention is given to issues such as spirit, Jewish Law, grace, freedom and slavery, Christ, church, politics, gender, and sexuality. [Note: This course fulfils an Area 2 requirement for Religious Studies majors.]"
JS,237,"Insiders and Outsiders in the Bible","This course explores the tension between insiders and outsiders in the Bible, examining the rationale for and implications of issues such as purity, holy war, the chosen people, and the Gentiles. [Note: This course fulfils an Area 2 requirement for Religious Studies majors.]"
JS,301,"Canada and the Holocaust","An analysis of the response to the Holocaust, from 1933 to 1945, and the legacy of the event since the war in Canadian society."
JS,314,"Secret Teachings and Mysticism in Judaism","This course will survey the roots, history, and symbolism of the Jewish mystical tradition known as Kabbalah. Students will be introduced to the major texts, charismatic mystical masters, and schools of Kabbalah. [Note: Knowledge of Hebrew is not required. This course fulfils an Area 1 requirement for Religious Studies majors.]"
JS,364,"Jewish Humour: Laughing Your Way Through History","Jewish comedians have dominated humour in North America from Groucho Marx to Jerry Seinfeld, Sarah Silverman, Amy Schumer, and Seth Rogen. Studying Jewish humour is critical for understanding the development of Judaism, Jewish identity, immigrant experience, and response to persecution. [Note: This course fulfils an Area 3 requirement for Religious Studies majors.]"
KIN,100,"Regional Human Anatomy","Regional anatomy of the limbs and trunk, including a brief introduction to the anatomy of the central nervous and cardiovascular systems. The course focuses on the bones, muscles, and neurovasculature of the limbs and trunk."
KIN,104,"Fundamentals of Kinesiology","This course will introduce students to the issues and approaches in the discipline of kinesiology. Students will gain foundational knowledge and learn about procedures associated with kinesiology. Emphasis will be placed on practical skills, critical analysis, problem-solving, and the integration of knowledge across the breadth of kinesiology."
KIN,121,"Biomechanics of Human Movement","This course will provide students an understanding of human movement from a mechanical perspective, which enables identification of potential risks for injury, optimizes exercise prescription, and promotes understanding of clinical evaluations. Specifically, concepts related to functional anatomy, muscle and passive tissue mechanics, anthropometry, electromyography, and linked segment mechanics are introduced and applied to clinical, occupational, and athletic situations."
KIN,146,"Introduction to Human Nutrition","An introductory course on human nutrition. Students will be introduced to core topics in nutrition including function of nutrients, nutrient requirements, diet assessment and planning, food composition and the complex interrelationships between food, nutrition, and health. Factors that affect the human diet such as biology, psychology, sociology, environment and political policy will also be examined, as well as key areas of nutrition focus for life stage groups."
KIN,202,"Exercise Physiology and Metabolism","This course is designed to provide students with a molecular, cellular, and systems level understanding of the physiological and metabolic responses to different types and intensities of exercise. Physiological and metabolic adaptations to different types of chronic exercise, such as endurance, high-intensity interval, and resistance training, will also be examined."
KIN,204,"Movement Assessment and Exercise Prescription","This course is designed to provide students with an understanding of movement competency and performance enhancement of apparently healthy individuals. The breadth of tests and assessment tools to determine capabilities with respect to mobility, movement patterns, physical activity, fitness, and lifestyle will be covered in detail and practiced and applied in KIN 204L."
KIN,217,"Human Biochemistry","An elementary course in human biochemistry including the metabolism and function of proteins, carbohydrates, lipids, enzymatic function, energy metabolism, and introductory genetics. Emphasis is placed on clinical and medical applications."
KIN,221,"Advanced Biomechanics of Human Movement","The course is structured to introduce measurement, analytical, and computation techniques involving multi-segmental, dynamic analysis of human activity. Examples of human activity in occupational, clinical, and leisure settings from the perspectives of anthropometry, kinematics, kinetics, energetics, muscle mechanics, and electromyography are given. The utility of biomechanical variables in the solution of questions involving human movement."
KIN,232,"Research Design and Statistics","An introduction to research design, statistical analysis, and their application to kinesiology and clinical health practice. A primary focus is to provide students with the tools to critically evaluate sources of information pertinent to their chosen profession."
KIN,255,"Fundamentals of Neuroscience","An introduction to the principles of the nervous system control of movement, cognition, and learning. The course will introduce the basic structure and function of the nervous system as it relates to understanding the control of movement and behaviour. The course will provide a foundation for understanding the neural mechanisms of learning, recovery from injury to the nervous system, and the factors that determine skilled performance."
KIN,301,"Human Anatomy of the Central Nervous System","Functionally-oriented anatomy of the brain, spinal cord, cranial nerves, and the tissues they innervate using pre-dissected cadavers. Major functional systems, including somatosensory and motor pathways, special sense pathways, and integrative systems of the brain, will be examined through an understanding of anatomical connectivity."
KIN,307,"Methods in Biochemical and Physiological Research","An introduction to biochemical and physiological methods used by physiologists in clinical and physiological assessment. These methods include spectrophometric and fluorometric techniques, tissue and blood sampling, cell culture techniques, DNA separation and staining, Western blotting, chromatography, cardiovascular imaging, and body composition imaging and analysis. The course combines lecture and laboratories to illustrate the theoretical and practical aspects of these analytical techniques."
KIN,308,"Cardiovascular and Pulmonary Physiology","This course will provide an advanced understanding of heart, lung, blood vessels, and airway physiology. Examples of pathology and exercise will be used to reinforce basic physiological function. Contemporary research that spans from cell to organ to the integrated system level will be used to introduce lecture material."
KIN,310,"Development, Aging, and Health","The physiology of human growth, development, and aging is examined, with special reference to the influence of diet, environment, exercise, and disease on the normal processes."
KIN,312,"Introduction to Neurological Disorders","An introduction to selected neurological disorders and their implications for physical activity. The neurological disorders examined include those which accompany neuromuscular and perceptual-motor impairment, intellectual disability, cardiovascular and respiratory disease."
KIN,320,"Task Analysis","Task analysis describes methodologies that can be applied to identify, describe, and analyze how people interact with their environment and with each other. Task analysis includes a broad range of descriptive and analytic techniques from which the practitioner must select the most appropriate one for their purposes and setting. This skills-based course will guide students in learning task analysis methodologies and associated techniques using a combination of didactic, case-study, and experiential learning-based teaching methods. The application of task analysis from the perspective of a Human Factors & Ergonomics (HFE) specialist will be emphasized."
KIN,326,"Forensic Biomechanics","This course introduces students to the core concepts of biomechanics as they are used in the context of litigated cases involving personal injury, motor vehicle collisions, and product failure. The focus will be on synthesizing published literature and effective communication, enabling students to convey technical knowledge to a non-technical audience."
KIN,327,"Trauma Biomechanics","This course provides students with an understanding of the mechanical behaviour of human tissues, with specific emphasis on the musculoskeletal system. Students will learn how to describe the mechanical properties of specific tissues. Emphasis will be placed on understanding how tissues are structured to meet their functional demands, and how they respond to traumatic, dynamic impact events. In addition, the content will cover engineering interventions to reduce the risk of traumatic injury (e.g., helmets, sporting equipment, transportation safety features such as seat belts and airbags), and orthopaedic devices to treat traumatic injuries, their underlying mechanical properties, and how they interact with biological tissues/systems."
KIN,340,"Musculoskeletal Injuries in Sport and Activity","This course will introduce students to a variety of common orthopedic injuries sustained during sport and activity. Topics covered include the mechanisms of injury, tissue injury biomechanics, pathophysiology, initial assessment, management, and prevention of acute and chronic trauma."
KIN,342,"Nutrition and Aging","This course provides an overview of the nutrition and food-related issues, recommendations and best practices for older adults throughout the continuum of care (community to long-term care). Determinants of food intake are considered with specific focus given to eating environment, psychosocial and physiological changes that influence access, preparation, and consumption of food. Emphasis will be placed on chronic disease prevention, management of nutrition issues, and challenges throughout the continuum of care."
KIN,343,"Micronutrient Metabolism","This course examines the metabolism of vitamins and minerals in the context of normal human development and aging with an emphasis on disease prevention and understanding the pathogenesis of deficiencies and toxicities. The function and role of vitamins and minerals will be discussed in specific groupings."
KIN,346,"Human Nutrition and Metabolism","This course will examine advanced nutrient metabolism and the interplay between diet, biochemistry, and health and disease outcomes. Challenges in assessing dietary intake and the impact of aging and other behaviours such as exercise on nutritional status will be examined. Approaches used in nutritional research will also be introduced."
KIN,351,"Therapeutic Rehabilitation of Orthopedic Injuries","This course will develop theoretical knowledge and practical skills in the rehabilitation of orthopedic injuries. The course will build upon knowledge related to orthopedic injuries gained in core and elective courses. The focus will be on a population that was active and healthy prior to injury."
KIN,352,"Sociology of Aging","An introduction to individual and population aging. Topics discussed include: aging from a historical and comparative perspective; aging in subcultures; aging and the social structure; aging and social processes; aging and the environment; work and retirement; and aging and leisure patterns."
KIN,354,"Psychology of Physical Activity","This course will provide an overview of the field of sport and exercise psychology and examine how various factors impact our interest, passion, and commitment to sport, exercise, and physical activity. Topics include personality, motivation, team dynamics, coaching psychology, interventions, aggression, body image, and youth development through sport."
KIN,356,"Sensory Systems Neuroscience","This course will examine how different regions of the nervous system interact to shape our perception, decisions, memories, movements, and consciousness. The focus will be placed on the role of the sensory systems in transducing external stimuli into neural activity, how sensory information is processed within and across sensory modalities (i.e., multisensory integration), and the implications for nervous system function. Topics will be considered from developmental, injury, disease, and aging perspectives."
KIN,357,"Motor Learning and Neuroplasticity","This course will examine the neural control of movement and how experience shapes brain reorganization to support skilled motor ability. Evidence from behavioural and neuroimaging studies will be considered with an emphasis on leveraging principles of motor learning to skill acquisition and skilled performance in sport/occupational environments and the rehabilitation of movement disorders/injuries."
